Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TPA: tryptophan--tRNA ligase [Thermoprotei archaeon],Thermoprotei archaeon,551,551,98%,0.0,65.61,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEV51157.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""HEV51157.1"")"
tryptophan--tRNA ligase [Sulfodiicoccus acidiphilus],Sulfodiicoccus acidiphilus,538,538,97%,0.0,65.59,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126449788.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""WP_126449788.1"")"
Tryptophan--tRNA ligase [Metallosphaera javensis (ex Hofmann et al. 2022)],Metallosphaera javensis (ex Hofmann et al. 2022),541,541,98%,0.0,65.43,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG3107963.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""MCG3107963.1"")"
tryptophan--tRNA ligase [Metallosphaera javensis (ex Sakai et al. 2022)],Metallosphaera javensis (ex Sakai et al. 2022),540,540,98%,0.0,65.16,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BCS91885.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""BCS91885.1"")"
tryptophan--tRNA ligase [Metallosphaera yellowstonensis],Metallosphaera yellowstonensis,535,535,98%,0.0,64.72,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009075721.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""WP_009075721.1"")"
tryptophan--tRNA ligase [Candidatus Marsarchaeota archaeon],Candidatus Marsarchaeota archaeon,541,541,98%,0.0,64.02,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5788230.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCL5788230.1"")"
tryptophan--tRNA ligase [Metallosphaera cuprina],Metallosphaera cuprina,535,535,98%,0.0,64.02,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013736719.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""WP_013736719.1"")"



		


