Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TIM barrel protein [Picrophilus oshimae],Picrophilus oshimae,256,256,100%,1e-79,38.46,336,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084272446.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""WP_084272446.1"")"
TIM barrel protein [Thermoplasmata archaeon],Thermoplasmata archaeon,253,253,100%,3e-78,38.42,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4457073.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""MCK4457073.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,254,254,98%,2e-78,38.25,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4452826.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""MCL4452826.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,255,255,100%,4e-79,38.12,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2555691.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""MCJ2555691.1"")"
TIM barrel protein [Thermoplasmata archaeon],Thermoplasmata archaeon,254,254,100%,2e-78,38.05,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4949064.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""MCK4949064.1"")"
hypothetical protein A3K59_07725 [Euryarchaeota archaeon RBG_19FT_COMBO_69_17],Euryarchaeota archaeon RBG_19FT_COMBO_69_17,256,256,99%,3e-79,37.69,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS61564.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""OGS61564.1"")"
hypothetical protein A3K66_07225 [Euryarchaeota archaeon RBG_16_67_27],Euryarchaeota archaeon RBG_16_67_27,253,253,99%,2e-78,37.69,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS45328.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""OGS45328.1"")"



		


