Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
30S ribosomal protein S6e [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,135,135,99%,4e-38,51.16,130,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBN1677234.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""MBN1677234.1"")"
30S ribosomal protein S6e [Euryarchaeota archaeon],Euryarchaeota archaeon,135,135,99%,4e-38,51.16,129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ76110.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""TLZ76110.1"")"
30S ribosomal protein S6e [uncultured archaeon],uncultured archaeon,137,137,93%,1e-38,50.82,144,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VVB91736.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""VVB91736.1"")"
30S ribosomal protein S6e [Thermoplasmata archaeon],Thermoplasmata archaeon,137,137,99%,3e-38,50.75,144,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0005981.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""KAA0005981.1"")"
TPA: 30S ribosomal protein S6e [Thermoplasmata archaeon],Thermoplasmata archaeon,139,139,99%,2e-39,50.39,129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HII40024.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""HII40024.1"")"
30S ribosomal protein S6e [Euryarchaeota archaeon],Euryarchaeota archaeon,137,137,99%,1e-38,50.39,129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA06354.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""TMA06354.1"")"
30S ribosomal protein S6e [Euryarchaeota archaeon],Euryarchaeota archaeon,137,137,99%,2e-38,50.39,129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ92554.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""TLZ92554.1"")"
30S ribosomal protein S6e [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,135,135,96%,4e-38,50.00,130,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0799385.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCU0799385.1"")"
30S ribosomal protein S6e [Euryarchaeota archaeon RBG_16_68_13],Euryarchaeota archaeon RBG_16_68_13,138,138,99%,4e-39,49.61,129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS49018.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""OGS49018.1"")"



		


