Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TPA: hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,117,117,88%,5e-29,34.29,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIJ16301.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""HIJ16301.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,124,124,94%,1e-31,34.22,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBN1677941.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""MBN1677941.1"")"
hypothetical protein A3K75_02355 [Euryarchaeota archaeon RBG_13_61_15],Euryarchaeota archaeon RBG_13_61_15,123,123,94%,2e-31,34.22,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS51568.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""OGS51568.1"")"
hypothetical protein JSU93_04970 [Euryarchaeota archaeon],Euryarchaeota archaeon,117,117,94%,4e-29,34.22,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE44756.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""UCE44756.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,118,118,93%,1e-29,34.05,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7606390.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""MCJ7606390.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,115,115,94%,3e-28,32.09,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7488903.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCJ7488903.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,111,111,94%,1e-26,31.55,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2532831.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""MCJ2532831.1"")"



		


