Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TIGR00296 family protein [Candidatus Micrarchaeota archaeon],Candidatus Micrarchaeota archaeon,202,202,97%,4e-62,50.26,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU2099638.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""MBU2099638.1"")"
TIGR00296 family protein [Candidatus Verstraetearchaeota archaeon],Candidatus Verstraetearchaeota archaeon,204,204,97%,6e-63,50.00,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLE50472.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""RLE50472.1"")"
TIGR00296 family protein [Euryarchaeota archaeon CG01_land_8_20_14_3_00_38_12],Euryarchaeota archaeon CG01_land_8_20_14_3_00_38_12,204,204,97%,1e-62,50.00,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PIV67667.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""PIV67667.1"")"
TPA: TIGR00296 family protein [Methanothermococcus okinawensis],Methanothermococcus okinawensis,202,202,97%,3e-62,49.74,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIP91533.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""HIP91533.1"")"
TIGR00296 family protein [Methanothermococcus thermolithotrophicus],Methanothermococcus thermolithotrophicus,206,206,94%,3e-63,49.74,223,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018153806.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""WP_018153806.1"")"
TIGR00296 family protein [Methanothermococcus thermolithotrophicus],Methanothermococcus thermolithotrophicus,206,206,94%,3e-63,49.74,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_211204479.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""WP_211204479.1"")"
TIGR00296 family protein [Euryarchaeota archaeon],Euryarchaeota archaeon,209,209,99%,1e-64,49.25,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE81034.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""UCE81034.1"")"
AMMECR1 domain-containing protein [Thermoplasmatales archaeon ex4484_36],Thermoplasmatales archaeon ex4484_36,203,203,99%,1e-62,49.25,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OYT49484.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""OYT49484.1"")"
TIGR00296 family protein [Euryarchaeota archaeon],Euryarchaeota archaeon,210,210,99%,2e-65,48.74,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE45152.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""UCE45152.1"")"



		


