Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein AMDU1_APLC00108G0006 [Thermoplasmatales archaeon A-plasma],Thermoplasmatales archaeon A-plasma,120,120,100%,1e-31,38.89,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB66358.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""EQB66358.1"")"
UPF0179 family protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,112,112,100%,1e-28,38.89,144,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5989626.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""MCL5989626.1"")"
UPF0179 family protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,111,111,100%,4e-28,38.89,144,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4421072.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""MCL4421072.1"")"
UPF0179 family protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,119,119,97%,3e-31,38.85,141,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5111952.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""MCK5111952.1"")"
hypothetical protein [Candidatus Woesearchaeota archaeon],Candidatus Woesearchaeota archaeon,115,115,97%,2e-29,38.85,141,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD3263343.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""MBD3263343.1"")"
UPF0179 family protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,114,114,97%,4e-29,38.85,141,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2533919.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""MCJ2533919.1"")"
UPF0179 family protein [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,115,115,97%,2e-29,38.13,142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBQ8180026.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""MBQ8180026.1"")"
UPF0179 family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,111,111,96%,5e-28,37.68,148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6461509.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCD6461509.1"")"
UPF0179 family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,112,112,97%,2e-28,35.97,141,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0517688.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""MBE0517688.1"")"



		


