Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
SIS domain-containing protein [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,161,161,97%,1e-46,43.18,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBQ7701411.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""MBQ7701411.1"")"
6-phospho-3-hexuloisomerase [Thermococci archaeon],Thermococci archaeon,162,162,98%,7e-47,43.09,185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF90316.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""RLF90316.1"")"
6-phospho-3-hexuloisomerase [Thermoplasmata archaeon],Thermoplasmata archaeon,162,162,97%,5e-47,42.94,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0008586.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""KAA0008586.1"")"
6-phospho-3-hexuloisomerase [Thermoplasmata archaeon],Thermoplasmata archaeon,165,165,97%,3e-48,42.70,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF61757.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""RLF61757.1"")"
6-phospho-3-hexuloisomerase [Thermoplasmata archaeon],Thermoplasmata archaeon,163,163,97%,3e-47,42.70,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6107900.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""MCD6107900.1"")"
SIS domain-containing protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,160,160,99%,2e-46,42.22,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TET91204.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""TET91204.1"")"
6-phospho-3-hexuloisomerase [Euryarchaeota archaeon ex4484_162],Euryarchaeota archaeon ex4484_162,161,161,97%,1e-46,42.13,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OYT58489.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""OYT58489.1"")"
6-phospho-3-hexuloisomerase [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,160,160,98%,8e-46,41.97,204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS7646071.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MBS7646071.1"")"
3-hexulose-6-phosphate isomerase [Candidatus Methanolliviera sp. GoM_asphalt],Candidatus Methanolliviera sp. GoM_asphalt,163,163,97%,1e-47,41.95,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VUT26184.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""VUT26184.1"")"



		


