Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
translation-associated GTPase [Methanomassiliicoccales archaeon PtaU1.Bin124],Methanomassiliicoccales archaeon PtaU1.Bin124,431,431,99%,3e-146,53.54,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OPY34183.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""OPY34183.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,428,428,98%,4e-145,53.52,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6236430.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""MCD6236430.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,432,432,99%,1e-146,53.37,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF37163.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""RLF37163.1"")"
hypothetical protein AMDU3_IPLC00002G0052 [Thermoplasmatales archaeon I-plasma],Thermoplasmatales archaeon I-plasma,432,432,99%,1e-146,53.03,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB65415.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""EQB65415.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,428,428,98%,4e-145,53.02,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF46380.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""RLF46380.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,436,436,98%,3e-148,52.93,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI4392376.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""MBI4392376.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,431,431,98%,3e-146,52.93,393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS3781637.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""MBS3781637.1"")"
redox-regulated ATPase YchF [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,436,436,99%,4e-148,52.91,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLH74683.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""QLH74683.1"")"
TPA: redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,429,429,99%,2e-145,52.24,403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HID26025.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""HID26025.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,434,434,98%,2e-147,51.65,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ70006.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""TLZ70006.1"")"



		


