Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
inorganic phosphate transporter [Mesotoga sp. BH458_6_3_2_1],Mesotoga sp. BH458_6_3_2_1,95.9,95.9,96%,1e-18,25.33,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_121552349.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""WP_121552349.1"")"
anion permease [bacterium],bacterium,98.2,98.2,90%,2e-19,24.91,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5595338.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""MCK5595338.1"")"
inorganic phosphate transporter [Kosmotoga sp.],Kosmotoga sp.,87.0,87.0,93%,2e-15,24.83,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TYB92621.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""TYB92621.1"")"
phosphate permease [Mesotoga sp. SC_3PWM13N19],Mesotoga sp. SC_3PWM13N19,89.7,89.7,91%,2e-16,24.83,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RAM58395.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""RAM58395.1"")"
phosphate permease [Mesotoga sp. SC_NapDC3],Mesotoga sp. SC_NapDC3,88.6,88.6,91%,6e-16,24.83,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNQ05370.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""PNQ05370.1"")"
inorganic phosphate transporter [unclassified Mesotoga],unclassified Mesotoga,88.2,88.2,91%,7e-16,24.31,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102818927.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""WP_102818927.1"")"
anion permease [bacterium],bacterium,90.5,90.5,90%,1e-16,24.11,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4400896.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCK4400896.1"")"
inorganic phosphate transporter [Petrotoga],Petrotoga,88.2,88.2,92%,7e-16,24.07,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103876513.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""WP_103876513.1"")"



		


