Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ArsA-related P-loop ATPase [Thermofilum pendens],Thermofilum pendens,153,153,90%,9e-41,35.20,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187146337.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""WP_187146337.1"")"
Anion-transporting ATPase [Thermofilum pendens Hrk 5],Thermofilum pendens Hrk 5,153,153,90%,1e-40,35.20,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ABL77571.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""ABL77571.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,154,154,84%,4e-41,35.19,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6150898.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""MCD6150898.1"")"
arsenite-transporting [Desulfobulbaceae bacterium],Desulfobulbaceae bacterium,151,151,84%,4e-40,35.06,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF0189737.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""KAF0189737.1"")"
TRC40/GET3/ArsA family transport-energizing ATPase [Xanthomonadaceae bacterium],Xanthomonadaceae bacterium,154,154,84%,4e-41,34.76,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NIA19088.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""NIA19088.1"")"
TPA: ArsA family ATPase [Pseudomonadota bacterium],Pseudomonadota bacterium,152,152,84%,2e-40,34.76,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDJ27955.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""HDJ27955.1"")"
TPA: hypothetical protein [Desulfobacterales bacterium],Desulfobacterales bacterium,148,148,83%,4e-39,34.35,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAY22779.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""HAY22779.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,150,150,90%,1e-39,34.13,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6292585.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCD6292585.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,150,150,84%,1e-39,33.91,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBN2331905.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""MBN2331905.1"")"



		


