Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
amidohydrolase [Thermoplasmata archaeon],Thermoplasmata archaeon,318,318,99%,4e-101,40.23,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF61294.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""RLF61294.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,316,316,99%,2e-100,40.00,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6107865.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""MCD6107865.1"")"
dihydroorotase [Euryarchaeota archaeon],Euryarchaeota archaeon,299,299,97%,6e-94,40.00,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLX47162.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""NLX47162.1"")"
hypothetical protein AYK24_02250 [Thermoplasmatales archaeon SG8-52-4],Thermoplasmatales archaeon SG8-52-4,301,301,98%,1e-94,39.90,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYK22411.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""KYK22411.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,299,299,98%,7e-94,39.53,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7572037.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""MCJ7572037.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,302,302,99%,7e-95,38.80,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6571724.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCD6571724.1"")"
hypothetical protein DRN05_02005 [Thermoplasmata archaeon],Thermoplasmata archaeon,305,305,99%,4e-96,38.28,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF29281.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""RLF29281.1"")"



		


