Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
DNA polymerase II [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,837,837,100%,0.0,52.86,777,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4349555.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""MCL4349555.1"")"
DNA polymerase II [Ferroplasma acidarmanus],Ferroplasma acidarmanus,835,835,100%,0.0,52.60,777,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009887526.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""WP_009887526.1"")"
DNA polymerase II [Ferroplasma acidiphilum],Ferroplasma acidiphilum,834,834,100%,0.0,52.60,777,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081141623.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""WP_081141623.1"")"
ribonuclease H-like domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,841,841,98%,0.0,52.56,778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5794635.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""MCL5794635.1"")"
ribonuclease H-like domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,839,839,98%,0.0,52.43,778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4329595.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""MCL4329595.1"")"
ribonuclease H-like domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,836,836,98%,0.0,52.39,769,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5731302.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""MCL5731302.1"")"
DUF1744 domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,837,837,100%,0.0,52.35,776,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4453531.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCL4453531.1"")"
DNA polymerase II [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,834,834,99%,0.0,52.01,793,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2519805.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""MCJ2519805.1"")"



		


