Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
LysE family transporter [Vulcanisaeta thermophila],Vulcanisaeta thermophila,134,134,95%,8e-36,38.95,199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_069806463.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""WP_069806463.1"")"
LysE family transporter [Caldivirga sp.],Caldivirga sp.,137,137,95%,1e-36,38.86,204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NAZ28297.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""NAZ28297.1"")"
lysine transporter LysE [Caldivirga sp. MG_3],Caldivirga sp. MG_3,134,134,95%,1e-35,38.54,204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KUO83682.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""KUO83682.1"")"
LysE family transporter [Caldivirga sp. MU80],Caldivirga sp. MU80,131,131,95%,2e-34,38.02,204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066793589.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""WP_066793589.1"")"



		


