Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TPA: TIGR00153 family protein [Desulfobacteraceae bacterium],Desulfobacteraceae bacterium,48.1,48.1,84%,0.012,22.22,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBF42728.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""HBF42728.1"")"
DUF47 family protein [Oceanithermus desulfurans],Oceanithermus desulfurans,51.2,51.2,71%,0.001,22.16,217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_183677594.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""WP_183677594.1"")"
hypothetical protein ODE01S_14010 [Oceanithermus desulfurans NBRC 100063],Oceanithermus desulfurans NBRC 100063,51.6,51.6,71%,0.001,22.16,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GEM89967.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""GEM89967.1"")"
DUF47 family protein [Oceanithermus profundus],Oceanithermus profundus,49.3,49.3,71%,0.005,22.16,217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013456667.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""WP_013456667.1"")"
TIGR00153 family protein [Marinitoga sp. 38H-ov],Marinitoga sp. 38H-ov,47.0,47.0,75%,0.034,22.03,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165147768.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""WP_165147768.1"")"
TIGR00153 family protein [Desulfobacteraceae bacterium],Desulfobacteraceae bacterium,46.6,46.6,81%,0.044,22.00,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNV86873.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""PNV86873.1"")"
hypothetical protein [Desulfacinum sp.],Desulfacinum sp.,47.4,47.4,90%,0.030,21.49,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBZ4660811.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""MBZ4660811.1"")"
TIGR00153 family protein [Desulfacinum infernum],Desulfacinum infernum,47.8,47.8,90%,0.017,21.05,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073036623.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""WP_073036623.1"")"



		


