Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
radical SAM protein [Euryarchaeota archaeon],Euryarchaeota archaeon,223,223,100%,4e-70,49.76,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLI74339.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""NLI74339.1"")"
radical SAM protein [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,222,222,100%,7e-70,49.28,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO5654291.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""MBO5654291.1"")"
radical SAM protein [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,222,222,100%,8e-70,49.28,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBR7124139.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""MBR7124139.1"")"
7-carboxy-7-deazaguanine synthase QueE [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,222,222,100%,1e-69,49.28,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4438091.1?report=genbank&log$=prottop&blast_rank=97&RID=0VF2G3E9016"",""MCL4438091.1"")"
7-carboxy-7-deazaguanine synthase QueE [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,227,227,100%,7e-72,48.33,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4306855.1?report=genbank&log$=prottop&blast_rank=98&RID=0VF2G3E9016"",""MCL4306855.1"")"
7-carboxy-7-deazaguanine synthase QueE [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,224,224,100%,2e-70,48.33,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4330807.1?report=genbank&log$=prottop&blast_rank=99&RID=0VF2G3E9016"",""MCL4330807.1"")"
organic radical activating protein [Thermoplasmatales archaeon A-plasma],Thermoplasmatales archaeon A-plasma,223,223,99%,1e-69,48.31,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB71998.1?report=genbank&log$=prottop&blast_rank=100&RID=0VF2G3E9016"",""EQB71998.1"")"



		


